relative_path,duration_sec,n_frames,fps
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَدَقَةٌ (إِشَارَة 1).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَدِيقٌ.mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَدِيقَةٌ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَدْرٌ (إِشَارَة 1).mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَدْرِيَّةٌ.mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَعِدَ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَعْبٌ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَغِيرٌ.mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَفٌّ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَفَدٌ.mp4,7.200,180,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَفَرَ (صَفِير).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَفَّارَةٌ.mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَفَّقَ (تَصْفِيقُ الصُّمِّ).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَفَّقَ.mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَفْحَةٌ.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَقْرٌ.mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَلَاةٌ (إِشَارَة 1).mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَلْبٌ.mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَوْتٌ.mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَوْمَعَةٌ.mp4,7.320,183,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صُنْبُورٌ.mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صُنْدُوقٌ (إِشَارَة 1).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صُنْدُوقُ قُمَامَةٍ (إِشَارَة 1).mp4,9.080,227,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صُورَةٌ فُوتُوغْرَافِيَةٌ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صُوفٌ.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صُول.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صِحَّةٌ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صِنَّارَةٌ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صِينِيَّةٌ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَابِطُ شُرْطَةٍ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَبَابٌ.mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَبْعٌ (إِشَارَة 1).mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَبْعٌ (إِشَارَة 2).mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَجِيجٌ.mp4,4.840,121,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَحِكَ.mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَرَبَ.mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَرِيبَةٌ (إِشَارَة 1).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَرِيحُ مُحَمَّدٍ الْخَامِسِ.mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَرْبٌ (الْأَعْدَاد).mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَوْءُ السَّيَّارَة.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضُعْفُ البَصَر (إِشَارَة 1).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضُعْفُ البَصَر (إِشَارَة 2).mp4,7.120,178,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضِدَّ (إِشَارَة 1).mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضِدَّ (إِشَارَة 2).mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضِفْدَعَةٌ (إِشَارَة 1).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضِفْدَعَةٌ (إِشَارَة 2).mp4,4.920,123,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَابَعٌ بَرِيدِيٌّ.mp4,3.767,113,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَابَقٌ أَرْضِيٌّ.mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَابَقٌ سُفْلِيٌّ.mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَابَقٌ عُلْوِي.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَابَقٌ.mp4,2.640,66,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَاجِن.mp4,6.880,172,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَارَ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَارَدَ.mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَالَعَ (قَرَءَ).mp4,5.600,140,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَانْطَان (إِشَارَة 1)‎.mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَاوُسٌ (إِشَارَة 1).mp4,6.960,174,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَاوِلَةٌ.mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَائِرٌ.mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَائِرَةٌ.mp4,6.520,163,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبَخَ (إِشَارَة 1).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبِيبٌ جَرَّاحٌ (إِشَارَة 1).mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبِيبٌ خَاصٌّ.mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبِيبٌ نَفْسِيٌّ.mp4,7.280,182,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبِيبٌ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبِيعَةٌ (إِشَارَة 1).mp4,6.040,151,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبِيعِيٌّ (إِشَارَة 1).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبْعاً.mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبْلٌ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَحِينٌ (إِشَارَة 1).mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَحِينٌ (إِشَارَة 2).mp4,4.840,121,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَحِينٌ (إِشَارَة 3).mp4,5.120,128,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَرِيقٌ (إِشَارَة 1).mp4,2.640,66,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَرِيقٌ (إِشَارَة 2).mp4,5.000,125,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَرْبُوشٌ.mp4,4.840,121,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَرْحٌ (الْأَعْدَاد) (إِشَارَة 1).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَعَامٌ.mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَاقٌ (إِشَارَة 1).mp4,6.960,174,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَاقٌ (إِشَارَة 2).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَبٌ (إِشَارَة 1).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَبٌ (إِشَارَة 2).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَمَاطِمُ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَمَاطِمُ (إِشَارَة 2).mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَنْجَة.mp4,5.160,129,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَنْجَرَةُ ضَغْطٍ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَوِيلٌ (إِشَارَة 1).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَيَّارٌ (إِشَارَة 1).mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طُوبٌ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طُولٌ (إِشَارَة 1).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ظَهْرٌ.mp4,6.880,172,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ظُفْرٌ.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ظُهْرٌ.mp4,3.900,117,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَادَ (إِشَارَة 1).mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَادَ (إِشَارَة 2).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَاشُورَاءُ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَاشِقٌ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَاصِفَةٌ.mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَاصِمَةٌ (إِشَارَة 1).mp4,7.280,182,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَالَمٌ (إِشَارَة 1).mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَالَمٌ (إِشَارَة 2).mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَالَمٌ (إِشَارَة 3).mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَامِلُ تَنْظِيفٍ.mp4,5.160,129,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَامِلُ مَنْجَم.mp4,7.120,178,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَانَقَ.mp4,6.720,168,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَائِلَة مَلَكِيَّة.mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَجَلَةٌ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَجُوزٌ.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَجِينٌ (أَطْفَالٌ).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَجِينٌ (طَحِينٌ).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدَسٌ.mp4,4.960,124,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدَم (لاَشَيْء).mp4,4.520,113,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدَّادٌ (مَاء - كَهْرَبَاء).mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدُوٌّ (إِشَارَة 1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدُوٌّ (إِشَارَة 2).mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدْل.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَرَبَةٌ (إِشَارَة 1).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَرَبَةُ أَطْفَال.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَرَفَ.mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَرُوسَةٌ (إِشَارَة 1).mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَسَل.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَشَاء.mp4,3.920,98,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَشَرَةُ دَرَاهِم.mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَصَّارَةٌ.mp4,4.680,117,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَصِيرٌ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَضَلَةٌ.mp4,3.920,98,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَضَّ.mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَطْشَانُ (إِشَارَة 1).mp4,3.920,98,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَظْمٌ (إِشَارَة 1).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَظْمٌ (إِشَارَة 2).mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَفَا.mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَقْرَبٌ (إِشَارَة 1).mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلاَمَةُ اسْتِفْهَام.mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلاَمَةُ التَّنْصِيصِ.mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلاَمَةُ تَعَجُّبِ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلَمٌ.mp4,7.400,185,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلَى (إِشَارَة 1).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلَى (إِشَارَة 2).mp4,4.920,123,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَمٌّ (إِشَارَة 1).mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَمَلٌ.mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَمَّةٌ (إِشَارَة 1).mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَمِيقٌ (إِشَارَة 1).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَنِيدٌ.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَنْكَبُوتٌ.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَيْنٌ سِحْرِيَّةٌ.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَيْنٌ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُدَّةٌ (إِشَارَة 1).mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُدَّةٌ (إِشَارَة 2).mp4,4.960,124,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُشٌّ.mp4,6.400,160,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُشْبٌ (إِشَارَة 1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُطْلَةٌ (إِشَارَة 1).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُطْلَةٌ (إِشَارَة 2).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُكَّازٌ.mp4,7.720,193,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُمُرٌ.mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُمْرَة.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُنُقٌ.mp4,7.520,188,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُنْوَانٌ (إِشَارَة 1).mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُنْوَانٌ (إِشَارَة 2).mp4,3.920,98,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُنْوَانٌ (إِشَارَة 3).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُودُ ثِقَابٍ.mp4,6.720,168,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِجْلٌ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِرْقٌ.mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِشْرُونَ دِرْهَماً.mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِطْرٌ.mp4,6.360,159,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِلاَجٌ.mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِلْمٌ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِمَارَةٌ (إِشَارَة 1).mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِمَارَةٌ (إِشَارَة 2).mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِمَامَةٌ.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدَ (إِشَارَة 1).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدَهَا (إِشَارَة 1).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدَهُ (إِشَارَة 1).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدِي (إِشَارَة 1).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدِي (إِشَارَة 2).mp4,2.200,55,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدٌ (إِشَارَة 1).mp4,2.520,63,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدٌ (إِشَارَة 2).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدٌ (إِشَارَة 3).mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدٌ (إِشَارَة 4).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الاِسْتِقْلاَلِ (إِشَارَة 1).mp4,4.480,112,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الاِسْتِقْلاَلِ (إِشَارَة 2).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الشَّبَابِ (إِشَارَة 1).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الشَّبَابِ (إِشَارَة 2).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ المَوْلِدِ النَّبَوِيِّ (إِشَارَة 1).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ المِيلَادِ (إِشَارَة 1).mp4,5.167,155,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ المِيلَادِ (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْأَضْحَى (إِشَارَة 1).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْأَضْحَى (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْفِطْرِ (إِشَارَة 1).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْفِطْرِ (إِشَارَة 2).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَاضِبٌ (إِشَارَة 1).mp4,2.680,67,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَاضِبٌ (إِشَارَة 2).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَاضِبٌ (إِشَارَة 3).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَالٍ.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَائِبٌ.mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَداً.mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَذَاء.mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَذَّى.mp4,8.040,201,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَرْبٌ.mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَزَالٌ (إِشَارَة 1).mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَزَالٌ (إِشَارَة 2).mp4,4.760,119,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَزَلَ (الصُّوفَ) (إِشَارَة 1).mp4,4.720,118,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَسَلَ (الْيَدَيْن).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَسْلُ السَّيَّارَاتِ.mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَشَّ (إِشَارَة 1).mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَشَّ (إِشَارَة 2).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَنَّى (إِشَارَة 1).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَنِيٌّ (إِشَارَة 1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَنِيٌّ (إِشَارَة 2).mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَيَّرَ (إِشَارَة 1).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَيَّرَ (إِشَارَة 2).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُبَارٌ.mp4,6.640,166,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُرفَةُ الْأَكْلِ.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُرُوبٌ (إِشَارَة 1).mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُرْفَةٌ.mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُرْفَةُ الْجُلُوسِ.mp4,4.280,107,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُصْنٌ.mp4,5.720,143,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُلاَمٌ (إِشَارَة 1).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُلاَمٌ (إِشَارَة 2).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُلاَمٌ (إِشَارَة 3).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُورِيلاَّ.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غِطَاءٌ.mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غِلاَفٌ بْلاَسْتِيكِي.mp4,4.920,123,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَارِسٌ (إِشَارَة 1).mp4,5.160,129,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَارِغٌ (إِشَارَة 1).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَارِغٌ (إِشَارَة 2).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَاصِلَة.mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَاصِلَةٌ مَنْقُوطَة.mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَاكْس (إِشَارَة 1).mp4,2.440,61,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَائِدَةٌ.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَائِضٌ.mp4,5.000,125,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَأْرٌ (إِشَارَة 1).mp4,4.280,107,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَأْرٌ (إِشَارَة 2).mp4,2.120,53,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَأْرَةُ الْحَاسُوبِ (إِشَارَة 1).mp4,4.480,112,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتَحَ.mp4,3.600,108,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتَّاحُ الْقَوَارِير.mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتَّشَ (إِشَارَة 1).mp4,4.480,112,25.000
